시도별,품목별,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
전국,볶음밥,57.707,61.526,63.143,63.873,64.395,66.045,72.342,73.992,74.981,79.824,80.912,82.629,84.089,85.918,88.459,91.64,95.364,98.282,100,103.92
전국,돈가스,68.339,69.659,70.487,71.007,72.522,73.954,76.995,79.539,80.481,86.637,88.091,89.018,89.758,90.362,92.297,93.945,96.416,99.307,100,102.31
전국,스테이크,65.245,66.754,68.354,70.098,71.015,72.674,75.724,78.422,79.883,82.845,85.301,87.169,88.214,89.815,92.239,93.996,95.667,97.967,100,103.11
전국,라면(외식),51.767,52.634,53.72,53.765,54.352,56.041,64.467,67.675,69.258,72.905,75.635,78.166,81.166,84.033,86.979,90.666,94.464,98.127,100,103.19
전국,김밥,52.139,51.941,51.393,51.115,51.166,51.553,60.266,64.334,66.073,69.041,70.466,72.71,75.365,77.321,80.979,87.258,92.191,97.251,100,104.78
전국,치킨,58.637,60.5,64.296,67.311,69.105,70.94,76.695,82.427,84.531,85.115,87.123,88.969,89.687,90.215,90.529,91.326,93.831,98.667,100,102.96
전국,햄버거,66.274,69.43,78.897,78.897,78.897,79.62,82.269,87.463,88.052,93.168,93.701,89.299,90.806,93.518,93.733,94.78,98.859,101.23,100,103.64
전국,피자,70.093,71.135,75.713,75.713,75.713,77.082,85.657,90.174,91.438,92.962,95.728,95.728,98.836,99.119,99.119,99.119,100.324,100.725,100,98.91
전국,커피(외식),68.723,71.144,72.712,74.028,75.94,78.445,81.079,83.3,85.535,87.559,89.739,92.277,93.368,95.673,96.046,96.766,97.364,99.848,100,99.81
전국,기타음료(외식),79.874,82.305,83.616,84.78,86.787,88.794,91.069,93.754,94.326,95.804,97.062,97.759,98.552,99.25,99.176,99.407,99.425,99.569,100,100.21
전국,소주(외식),68.816,71.534,72.608,72.668,73.007,73.649,73.764,73.825,74.678,75.002,75.06,77.257,78.701,81.589,91.156,95.918,98.258,99.307,100,100.76
전국,맥주(외식),69.687,71.46,72.191,72.633,73.383,74.339,75.344,76.887,78.249,79.521,81.314,86.169,88.74,90.442,92.523,94.861,96.651,98.94,100,100.81
전국,구내식당식사비,53.356,54.697,56.864,59.427,61.709,63.64,66.725,69.904,71.855,75.712,78.817,81.02,82.564,86.796,88.995,91.455,94.656,97.51,100,104.09
전국,외식제외,61.335,64.325,67.069,69.476,72.024,74.838,78.271,79.979,81.675,84.465,85.302,86.688,88.291,89.751,92.304,94.698,96.756,98.539,100,102.36
전국,의복수선료,70.56,72.154,74.083,75.659,76.252,76.636,78.61,81.655,82.959,84.294,85.939,87.315,89.208,90.855,91.842,93.93,95.79,98.396,100,101.29
전국,세탁료,73.868,76.525,77.635,78.502,79.529,80.51,84.52,87.235,87.482,88.984,90.776,91.261,91.773,92.181,93.042,94.596,96.145,97.822,100,102.23
전국,설비수리비,49.876,53.983,57.372,59.135,60.071,60.825,62.481,63.88,64.364,68.3,71.909,74.765,76.92,80.394,82.663,87.524,92.492,97.031,100,104.85
전국,공동주택관리비,46.81,49.065,52.13,54.176,56.405,58.68,61.758,63.505,64.783,66.7,69.594,74.339,76.638,79.621,82.584,86.787,90.766,95.115,100,105.3
전국,가전제품수리비,49.564,49.564,53.964,56.157,59.452,66.04,66.04,66.04,66.04,66.04,66.04,66.04,71.819,76.174,82.36,87.645,93.938,95.805,100,104.09
전국,가사도우미료,42.758,46.537,50.482,51.597,52.131,56.769,59.353,60.264,65.46,69.137,74.086,75.661,78.11,81.234,82.736,85.706,94.024,98.037,100,101.85
전국,치과보철료,84.471,87.507,90.127,91.527,93.64,97.11,100.451,103.99,105.53,107.122,108.688,106.147,103.68,103.92,103.337,102.859,101.254,99.152,100,100.72
전국,엔진오일교체료,48.586,48.955,53.111,55.382,57.856,59.374,68.434,75.172,76.654,81.483,83.826,85.06,86.887,88.184,88.547,90.034,94.653,97.771,100,105
전국,세차료,41.893,45.452,47.013,47.69,49.173,50.592,53.541,55.465,58.295,61.759,65.786,69.489,73.22,77.284,81.279,85.195,90.613,96.33,100,104.87
전국,자동차학원비,42.335,42.974,43.658,42.618,42.302,46.528,52.936,52.904,53.001,52.537,55.143,57.569,58.158,60.443,63.405,82.122,91.763,97.418,100,100.81
전국,주차료,86.389,86.495,86.135,87.218,88.083,88.338,88.156,88.455,88.839,90.942,91.298,94.327,95.558,95.979,98.168,99.857,100.12,101.515,100,100.51
전국,승용차임차료,74.166,72.476,71.996,71.978,73.639,73.442,74.293,83.762,91.05,91.171,95.847,110.581,110.489,110.34,110.35,110.152,109.911,110.028,100,98.15
전국,자동차검사료,70.761,91.701,91.701,91.701,91.701,91.701,91.701,91.701,91.701,91.701,91.701,91.701,91.701,91.701,95.159,100,100,100,100,100
전국,국내항공료,73.759,73.886,77.541,80.588,80.139,80.427,88.521,81.696,83.355,90.024,94.551,99.421,99.835,93.031,91.108,95.661,99.889,101.038,100,101.96
전국,이삿짐운송료,59.302,59.387,57.529,55.881,56.766,58.126,60.044,60.975,62.99,69.72,74.283,78.158,83.045,87.914,90.694,92.785,95.831,98.064,100,105.88
전국,택배이용료,111.206,109.616,102.767,99.187,96.872,92.268,90.202,89.954,89.078,89.189,89.052,93.735,97.389,97.417,97.855,97.241,97.136,98.618,100,105
전국,수영장이용료,68.602,70.453,71.91,73.611,75.261,75.911,77.39,80.021,82.271,84.225,85.707,86.829,90.083,91.338,93.593,94.337,95.789,98.877,100,101.15
전국,볼링장이용료,56.388,60.259,62.962,64.667,65.837,67.679,70.718,72.814,74.317,77.735,80.288,83.484,87.248,89.877,92.079,95.096,97.952,99.909,100,99.9
전국,헬스클럽이용료,82.521,83.571,83.101,83.786,83.471,83.855,85.615,86.829,88.351,91.01,93.493,94.955,95.82,95.762,96.435,97.184,97.314,99.029,100,99.52
전국,골프연습장이용료,93.929,98.456,99.911,100.239,100.548,103.247,104.967,106.546,107.973,107.217,107.191,106.469,104.001,102.965,101.858,100.371,99.68,99.729,100,100.77
전국,골프장이용료,62.295,63.763,66.335,68.192,70.362,74.216,77.119,72.857,74.382,85.667,86.207,87.126,89.426,90.236,92.001,93.672,95.434,97.593,100,104.02
전국,당구장이용료,81.676,84.256,84.645,86.805,86.393,87.174,89.51,90.436,90.755,91.375,92.093,93.38,93.781,95.168,96.471,97.441,99.417,99.926,100,100.01
전국,노래방이용료,66.398,67.632,69.382,71.329,71.787,72.856,74.236,80.929,83.902,87.125,88.319,90.779,93.284,94.571,95.543,96.958,98.035,99.212,100,101.63
전국,PC방이용료,100.788,101.224,100.597,97.675,94.103,93.175,91.441,92.263,91.572,91.724,93.196,95.324,96.528,95.311,92.793,93.906,99.391,101.119,100,100.96
전국,놀이시설이용료,61.943,70.084,72.904,73.631,75.508,77.484,80.442,82.546,83.945,84.099,84.631,86.374,88.794,89.666,92.095,93.961,97.179,99.75,100,101.9
전국,운동경기관람료,53.665,55.467,59.468,61.263,62.033,64.142,69.95,72.717,76.331,80.007,80.569,82.951,85.438,88.73,91.935,94.082,96.354,97.531,100,102.26
전국,영화관람료,63.8,64.843,65.453,65.723,66.304,67.372,67.997,72.379,77.098,77.58,77.801,78.702,83.777,85.462,87.74,88.453,94.999,97.437,100,116.48
전국,독서실비,75.416,79.115,80.372,82.484,85.068,87.028,88.636,90.155,90.871,92.052,93.567,95.334,96.049,96.569,96.944,97.812,98.977,99.607,100,99.59
전국,사진서비스료,63.644,64.224,64.915,64.218,64.913,66.369,68.729,73.925,77.207,80.134,84.033,85.389,87.063,89.276,90.951,93.487,95.393,97.888,100,102.27
전국,국내단체여행비,85.876,92.672,90.209,89.304,90.793,89.379,90.577,92.52,97.746,100.011,104.277,105.82,105.023,97.888,98.49,100.663,100.868,98.999,100,105.16
전국,해외단체여행비,71.464,72.311,78.29,91.534,92.9,92.213,104.512,96.035,98.607,106.282,109.44,113.163,113.193,106.956,110.195,107.362,108.24,106.503,100,99.19
전국,초등학생학원비,57.862,59.057,61.08,62.583,64.408,68.054,72.481,75.511,79.159,82.26,86.065,89.056,91.574,93.048,94.983,95.957,97.544,98.534,100,101.32
전국,고등학생학원비,48.932,52.113,54.536,56.802,60.436,64.131,68.329,70.255,72.626,76.16,80.755,84.947,87.557,89.867,92.507,94.559,96.651,98.436,100,101.09
전국,음악학원비,56.398,58.983,60.875,62.64,64.848,68.158,70.972,73.044,75.045,77.603,81.559,84.334,85.969,87.671,90.38,93.201,96.004,97.658,100,103.39
전국,미술학원비,54.988,59.491,61.883,62.502,64.476,67.185,70.154,72.258,74.973,78.684,82.294,84.706,87.015,89.136,91.673,93.777,95.767,98.006,100,102.47
전국,운동학원비,53.313,56.142,58.665,60.966,63.303,65.489,68.909,70.215,72.455,75.631,77.757,79.97,83.181,86.122,88.959,91.591,94.73,97.672,100,103.08
전국,전산학원비,60.025,61.805,63.46,64.852,66.355,67.133,69.479,71.241,75.278,78.961,82.814,88.056,90.88,93.236,94.614,94.81,96.223,97.518,100,101.29
전국,가정학습지,78.326,79.262,84.805,85.956,85.956,92.496,93.091,93.091,93.091,93.82,94.766,96.371,96.231,95.129,96.66,96.709,97.091,100,100,99.73
전국,학교보충교육비,83.259,83.252,85.436,88.053,90.76,92.249,93.776,94.524,95.192,94.145,94.338,94.36,95.136,95.385,95.414,97.29,98.696,99.703,100,97.88
전국,취업학원비,54.021,57.406,60.628,63.512,66.062,68.919,73.412,77.438,79.677,81.835,85.121,88.173,89.967,92.37,92.229,94.499,98.034,97.044,100,101.73
전국,외국어학원비,55.841,58.315,60.195,61.881,63.979,67.774,71.404,74.693,77.589,81.494,84.286,86.887,89.317,90.835,92.507,94.003,96.231,98.068,100,101.66
전국,운동강습료,75.194,76.261,77.223,77.087,78.192,79.213,81.609,83.209,83.363,85.052,87.311,88.98,91.664,93.073,94.679,95.628,96.873,99.085,100,100.19
전국,호텔숙박료,96.357,95.757,88.494,85.105,84.814,79.616,78.503,76.666,81.239,85.178,95.28,99.228,100.12,101.667,102.123,106.885,108.912,106.51,100,99.82
전국,여관숙박료,87.59,88.552,88.342,87.3,86.718,87.445,88.958,91.453,93.701,96.169,98.519,99.776,100.696,101.465,101.509,101.575,101.28,101.43,100,98.39
전국,콘도이용료,45.415,47.056,47.416,50.01,50.698,54.86,57.407,62.537,66.454,76.234,81.734,82.154,81.754,84.607,85.626,87.658,101.207,102.291,100,99.86
전국,학교기숙사비,55.799,58.468,61.457,63.903,66.89,70.079,73.423,77.278,80.321,83.99,85.578,87.509,90.179,92.172,93.479,94.84,96.371,98.054,100,101.51
전국,목욕료,52.172,54.559,54.79,54.628,55.866,57.928,63.785,68.383,71.109,75.21,78.966,82.013,85.632,87.294,88.608,90.929,94.735,97.653,100,101.13
전국,이발료,81.877,82.898,82.288,81.932,81.864,81.884,82.99,83.912,85.169,87.375,89.463,90.846,92.399,93.721,94.8,95.291,97.415,98.897,100,101.08
전국,미용료,58.825,61.52,62.398,62.123,61.989,63.034,66.765,70.58,72.83,78.205,81.967,85.2,89.075,91.08,92.21,93.593,96.566,98.669,100,101.15
전국,산후조리원이용료,60.809,62.266,66.495,69.13,72.87,80.227,82.9,82.393,83.886,89.619,91.849,91.919,91.398,92.559,93.829,94.921,96.88,98.627,100,101.97
전국,자동차보험료,71.681,70.727,75.516,77.616,86.975,93.571,96.954,94.031,91.479,92.538,90.755,90.137,90.137,90.137,92.327,92.401,91.702,95.559,100,100.35
전국,금융수수료,125.49,147.203,153.336,153.336,153.336,146.564,145.21,134.169,134.169,128.277,100.09,100.09,100.09,100.09,100.09,100.023,100.01,100.023,100,100
전국,대입전형료,117.86,117.703,116.906,114.023,114.375,115.942,127.141,123.873,123.603,124.087,121.738,118.971,116.774,116.252,114.729,114.798,100.36,99.884,100,100.25
전국,시험응시료,64.583,66.439,67.636,71.736,73.947,77.923,80.057,81.492,79.88,79.794,83.454,84.034,88.662,90.891,93.389,94.619,95.037,96.735,100,103.5
