시도별,품목별,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
전국,세탁기,119.76,106.703,95.706,84.601,81.985,80.864,80.878,81.816,81.352,82.578,83.987,84.419,87.128,93.689,95.91,99.112,99.905,100.621,100,91.53
전국,청소기,118.595,117.665,105.594,97.151,85.446,83.494,88.764,90.893,87.818,85.059,85.511,83.764,87.292,92.872,100.362,99.298,97.75,97.537,100,98.53
전국,소형주방가전,118.502,120.479,118.822,117.983,117.088,115.958,132.718,138.056,137.564,137.954,136.669,137.439,137.552,133.897,130.866,129.887,125.802,112.417,100,101
전국,보일러,84.052,83.066,82.61,82.229,84.593,86.306,91.541,92.301,91.852,94.178,96.62,96.739,96.654,96.394,96.304,96.556,96.968,97.437,100,108.23
전국,소형승용차,90.589,92.552,90.933,91.756,95.336,95.649,96.544,96.453,96.651,98.23,98.887,100.158,100.207,98.889,100.729,101.365,101.304,100.546,100,100.86
전국,중형승용차,94.604,96.21,92.746,93.125,95.841,97.23,98.471,98.339,101.031,100.635,101.102,102.177,101.958,101.377,99.109,99.558,100.101,97.95,100,99.92
전국,대형승용차,96.56,98.148,94.86,94.601,98.133,98.401,99.441,98.685,100.04,101.699,100.528,100.823,99.967,97.793,97.051,100.049,100.155,99.586,100,101.79
전국,경승용차,79.336,79.576,80.065,82.053,85.936,87.187,83.851,84.199,85.866,89.96,91.679,93.729,93.664,96.609,94.457,98.695,98.819,99.956,100,101.14
전국,다목적승용차,97.67,98.716,96.019,96.129,98.468,98.588,98.7,99.581,102.136,103.328,103.237,104.659,103.736,103.074,103.228,102.858,101.598,99.867,100,102.02
전국,자전거,55.036,54.303,53.797,54.558,55.045,56.896,69.845,84.722,80.839,82.927,89.772,91.429,94.46,97.092,96.674,95.007,98.466,97.169,100,110.14
전국,휴대전화기,586.087,380.908,301.898,234.629,178.866,137.238,127.404,121.421,118.028,113.474,108.95,105.685,102.27,96.926,97.199,98.76,99.769,99.113,100,92.71
전국,TV,939.796,808.046,694.827,604.463,477.476,377.186,334.571,305.456,262.237,251.201,206.798,197.274,177.844,157.692,143.824,131.35,117.371,108.932,100,97.82
전국,영상음향기기,176.682,169.25,166.494,164.988,156.506,141.344,127.171,128.436,119.614,104.591,99.587,107.25,106.139,106.5,106.873,104.06,101.287,100.088,100,97.71
전국,컴퓨터,361.536,325.856,310.735,279.038,219.497,180.926,161.769,167.512,137.997,127.278,114.81,110.189,104.448,103.264,105.218,106.467,104.829,101.978,100,98.61
전국,악기,73.737,77.441,80.974,81.033,80.904,81.316,81.552,89.465,91.504,90.909,95.304,95.717,94.081,93.335,92.492,95.151,98.202,99.677,100,100.64
전국,면도기,83.383,83.521,83.762,84.563,85.036,84.796,85.275,88.403,85.676,87.048,89.889,91.333,91.913,98.293,104.888,106.786,106.622,103.965,100,97.51
전국,헤어드라이어,99.908,98.635,100.289,100.642,98.21,97.891,97.061,99.929,101.111,101.937,106.621,108.735,113.576,120.828,126.212,126.316,116.082,108.142,100,96.28
전국,손목시계,95.919,95.707,95.644,95.534,95.565,95.279,94.96,95.613,96.17,96.042,93.717,93.604,95.107,96.246,96.964,96.836,96.775,96.775,100,104.84
전국,섬유제품,66.735,68.625,68.25,68.667,70.664,72.633,74.441,78.474,81.048,83.952,87.883,90.939,94.594,95.805,97.346,98.434,99.333,99.299,100,100.42
전국,남자외의,64.097,64.837,60.416,62.863,69.475,71.56,72.136,74.023,76.711,79.352,84.025,88.508,92.272,96.22,97.654,98.119,99.159,99.694,100,100.88
전국,남자상의,71.973,72.253,72.568,73.283,76.44,79.078,80.47,83.968,88.368,90.79,92.005,94.044,97.798,97.494,99.463,100.458,98.989,99.906,100,100.07
전국,남자하의,69.22,69.22,69.22,69.22,69.22,70.016,72.67,76.258,79.373,82.019,86.486,88.527,92.567,96.788,98.448,98.65,99.366,99.829,100,100.17
전국,남자내의,64.311,65.022,65.526,65.385,64.716,64.786,66.197,75.522,81.64,92.551,96.665,97.723,98.052,98.615,99.016,98.98,98.966,99.408,100,100.56
전국,여자외의,61.079,63.722,64.308,64.371,65.197,67.43,69.661,74.351,78.21,79.958,82.943,85.036,90.596,90.979,94.789,95.748,97.798,97.78,100,99.99
전국,원피스,72.744,74.613,72.924,70.452,73.763,76.346,79.07,81.02,80.654,84.015,89.436,91.222,92.277,94.869,95.813,97.654,100.541,100,100,98.85
전국,여자상의,70.713,74.282,76.066,76.066,76.066,76.066,80.636,84.192,84.981,88.167,90.814,92.869,98.166,99.92,101.515,102.355,100.846,100,100,100
전국,여자하의,71.237,71.388,66.396,64.617,69.153,71.555,73.241,77.458,78.002,78.041,80.955,84.274,90.905,92.139,95.283,97.003,96.519,96.513,100,101.37
전국,여자내의,79.366,80.733,80.091,79.486,79.029,78.823,79.413,84.184,86.051,87.156,90.124,91.424,92.945,94.544,96.858,96.986,98.839,99.586,100,100.06
전국,점퍼,62.216,65.46,63.166,64.679,68.528,72.302,73.44,75.963,79.3,82.814,84.094,86.336,92.302,93.994,94.027,94.307,95.506,98.775,100,101.17
전국,티셔츠,60.419,62.269,62.269,64.14,66.577,69.949,72.407,78.177,81.501,82.928,87.505,89.677,92.421,94.362,95.639,96.425,96.438,96.762,100,101.65
전국,스웨터,63.022,68.283,71.961,72.834,75.085,78.732,80.073,80.734,82.886,87.25,89.739,89.752,89.77,90.755,95.141,95.208,95.208,96.007,100,101.61
전국,청바지,72.767,72.767,72.767,73.131,74.227,74.227,74.885,77.092,78.249,78.562,82.072,91.795,92.451,95.73,95.73,95.73,95.73,98.313,100,100
전국,운동복,57.23,57.906,57.059,57.524,59.59,61.273,61.843,64.532,68.875,73.39,79.809,86.673,93.335,96.826,96.652,98.826,99.604,100.103,100,100.01
전국,유아동복,67.219,71.966,76.321,76.4,71.148,71.078,74.286,77.877,80.831,84.294,89.74,94.349,96.541,97.712,99.64,103.026,103.436,101.963,100,98.99
전국,양말,88.231,89.206,89.679,89.999,90.029,89.894,89.602,91.274,92.857,95.875,98.506,99.158,100.193,100.417,99.825,99.925,99.535,99.507,100,100.15
전국,모자,77.601,82.291,82.479,82.05,82.05,82.05,88.121,91.157,91.157,91.157,91.157,91.157,91.157,93.922,99.451,99.963,104.182,101.813,100,101.33
전국,장갑,55.063,55.417,56.654,56.803,56.732,57.357,58.488,64.073,65.895,86.538,93.836,94.756,94.963,96.319,97.229,97.263,97.722,100.141,100,101.77
전국,침구,76.699,76.264,73.791,69.6,69.559,70.806,75.536,82.162,84.056,90.264,92.604,92.948,91.75,91.464,92.795,93.962,94.963,96.744,100,101.13
전국,커튼,95.824,95.647,94.684,94.24,94.711,94.907,94.656,95.481,96.313,102.269,103.688,104.112,105.197,104.243,102.002,100.648,100.655,100.296,100,100.58
전국,출판물,64.13,66.53,68.643,69.828,71.719,74.291,77.311,80.134,82.59,85.068,87.826,90.551,92.96,96.134,96.711,98.38,99.414,100.881,100,100.49
전국,초등학교학습서,43.752,48.503,49.367,50.993,51.644,54.178,57.647,64.381,68.598,74.296,76.668,77.671,79.98,86.986,88.343,91.743,95.856,98.506,100,100.61
전국,중학교학습서,57.259,62.392,63.705,64.76,69.158,70.712,71.813,80.528,81.864,83.324,85.463,89.629,93.451,93.923,93.923,93.923,95.232,99.774,100,100
전국,고등학교학습서,66.804,78.187,81.312,81.907,86.631,87.334,89.443,89.976,89.511,90.98,91.137,91.119,91.119,91.216,92.789,94.256,95.986,98.609,100,101.25
전국,대학교재,79.897,82.405,83.246,85.007,87.973,89.249,89.405,91.105,91.445,91.445,91.445,91.445,91.445,94.639,96.869,96.869,97.18,98.733,100,99.69
전국,서적,64.962,65.666,65.761,66.145,67.919,72.147,74.032,74.496,78.218,80.616,84.863,89.734,94.402,97.647,97.647,99.884,100.293,100.515,100,100.56
전국,신문,69.959,73.504,73.248,72.993,72.993,72.993,85.36,90.001,90.001,90.001,90.001,90.001,90.001,90.001,90.001,90.001,95.001,100,100,100
전국,석유류,77.178,81.762,89.057,96.278,102.56,105.585,125.755,112.429,122.808,139.573,144.696,139.93,133.931,108.258,99.475,107.152,114.432,107.925,100,115.23
전국,취사용LPG,47.311,52.944,57.228,61.536,68.018,72.542,96.122,83.891,97.064,108.524,112.583,111.435,113.444,96.208,90.882,98.65,103.573,100.823,100,113.4
전국,등유,64.191,74.075,87.422,100.341,107.389,108.075,142.277,111.644,123.546,152.203,158.99,156.405,149.928,110.702,91.646,99.066,108.816,111.507,100,109.74
전국,부탄가스,52.282,53.4,55.164,57.959,63.441,63.257,73.768,81.622,85.307,95.871,103.272,104.327,104.152,104.332,102.66,103.222,101.79,100.916,100,106.64
전국,휘발유,90.075,92.014,96.91,101.893,106.105,108.907,121.525,114.171,123.304,138.278,143.29,138.741,132.076,109.182,101.548,108.069,114.509,106.327,100,114.83
전국,경유,56.01,64.068,74.707,88.664,100.833,105.171,133.351,115.995,126.108,145.439,151.358,144.681,137.307,109.142,99.322,107.827,116.789,112.242,100,116.44
전국,자동차용LPG,57.369,71.229,84.631,90.595,94.188,97.457,126.773,104.615,120.156,135.879,139.373,135.525,133.17,102.029,92.788,104.605,110.591,101.934,100,117.97
전국,의약품,88.813,89.706,89.948,90.895,92.069,93.077,94.258,96.144,97.477,99.817,97.409,95.986,95.933,96.899,96.784,96.484,96.577,98.436,100,100.24
전국,감기약,61.69,64.056,65.01,65.863,66.22,68.904,76.148,77.581,77.927,80.238,82.291,84.03,85.52,89.697,92.235,93.325,96.389,99.259,100,100.13
전국,진통제,43.994,51.302,53.543,56.497,60.32,67.818,71.918,73.41,74.021,74.873,75.638,77.367,79.664,80.76,86.663,89.148,89.388,92.128,100,106.23
전국,소화제,52.687,53.222,53.391,55.642,59.077,59.921,61.071,65.989,67.753,71.402,75.784,78.014,80.572,83.897,84.511,84.836,85.35,93.218,100,100.9
전국,위장약,69.8,69.433,69.162,69.487,70.153,70.309,73.123,75.775,77.83,79.173,81.278,83.187,85.517,88.435,89.859,91.442,93.544,96.153,100,101.51
전국,소염진통제,76.392,74.634,73.043,72.453,72.199,71.879,72.048,73.848,76.396,78.739,83.428,86.079,88.679,90.209,91.218,93.616,96.655,98.601,100,101.38
전국,피부질환제,74.044,75.209,73.666,73.137,74.88,78.932,80.93,81.058,80.839,82.179,85.889,87.198,88.414,88.877,89.387,90.039,91.041,97.19,100,100.5
전국,조제약,128.499,127.741,127.894,127.989,129.172,129.781,128.277,128.501,129.184,127.989,114.732,108.022,105.883,105.967,104.639,103.304,102.038,100.771,100,99.32
전국,비타민제,64.698,69.304,70.834,71.092,71.371,75.321,79.544,81.718,86.305,88.958,93.901,99.255,100.215,100.444,100.262,100.273,99.81,99.62,100,101.77
전국,화장품,82.41,80.961,78.883,78.195,81.277,84.463,87.141,92.055,93.442,94.508,96.09,98.237,102.284,103.762,102.526,100.265,98.801,99.059,100,102.03
전국,샴푸,94.649,93.357,97.067,99.049,103.266,110.858,113.797,127.314,130.098,129.914,132.54,124.058,124.032,122.503,112.299,95.594,97.444,102.278,100,101.56
전국,기초화장품,80.615,79.031,76.161,75.176,79.441,81.069,82.116,87.409,89.305,90.913,93.035,94.115,97.776,99.302,99.101,99.706,98.916,99.82,100,99.87
전국,색조화장품,65.976,65.281,63.646,62.594,68.186,80.529,83.81,85.083,85.845,85.995,89.476,89.479,91.958,94.838,95.072,97.838,97.556,100.033,100,101.88
전국,모발염색약,133.479,130.371,126.842,127.751,128.05,127.315,124.547,124.984,123.92,123.351,124.327,119.114,106.527,114.616,114.74,101.973,97.403,96.579,100,100.9
전국,기타,64.483,65.938,66.818,72.382,72.823,73.811,75.766,78.69,79.028,81.629,84.204,84.757,86.28,97.516,98.385,98.439,98.63,99.06,100,99.53
전국,담배,42.463,42.931,42.931,54.618,54.618,54.618,54.618,54.618,54.618,55.31,56.355,56.409,56.304,100,100,100,100,100,100,100
전국,아동화,67.837,73.724,81.484,82.91,82.91,82.91,88.643,89.79,88.306,91.875,93.95,93.95,93.95,93.95,93.95,93.31,94.091,97.538,100,100
전국,구두,55.387,60.05,63.429,64.939,65.145,68.17,71.157,73.051,74.394,78.714,82.524,82.507,85.143,85.925,89.745,90.903,95.623,97.204,100,104.2
전국,운동화,86.286,87.96,87.305,86.742,87.429,86.128,86.799,89.409,87.971,88.147,94.302,92.049,95.29,96.855,99.323,99.993,100,100,100,100
전국,실내화,69.409,69.622,69.745,70.144,69.91,69.705,72.102,87.532,91.493,95.703,97.45,98.07,98.281,98.835,99.565,99.318,99.773,100.007,100,101.78
전국,주택수선재료,65.742,66.612,69.694,74.314,75.248,75.261,80.32,85.287,85.063,87.225,90.96,92.504,93.904,94.022,93.855,94.171,97.095,99.251,100,105.19
전국,식기,58.386,61.925,60.421,60.212,61,66.276,71.728,70.239,69.186,68.863,74.599,76.273,76.966,85.243,86.63,90.787,93.27,95.877,100,99.29
전국,컵,81.414,87.44,85.563,84.743,85.485,92.186,98.661,97.143,95.998,95.67,100.736,100.426,101.459,111.277,110.394,105.612,103.073,101.686,100,97.11
전국,솥,72.437,72.689,73.651,76.186,76.059,78.694,83.272,84.79,84.6,88.625,91.248,91.742,95.691,96.872,93.664,95.431,96.096,97.147,100,102.17
전국,프라이팬,83.181,84.806,87.257,89.714,90.888,95.224,101.504,107.38,110.225,110.794,109.334,109.055,108.909,106.56,107.093,106.132,103.066,101.054,100,101.34
전국,냄비,79.397,79.023,81.091,82.152,81.713,85.423,89.9,92.816,94.211,95.868,98.89,100.566,101.819,101.714,102.656,101.497,100.983,100.161,100,105.63
전국,수저,64.954,64.679,71.391,75.151,76.203,81.038,86.618,88.315,88.421,90.079,92.187,93.489,95.326,96.122,96.92,96.476,97.303,98.877,100,100.05
전국,밀폐용기,55.033,54.881,56.953,63.871,64.526,66.442,69.167,74.842,72.35,78.862,85.313,86.341,92.535,101.826,103.038,98.58,103.768,101.648,100,97.45
전국,건전지,64.943,67.075,69.84,72.333,73.533,75.956,76.233,79.848,82.157,83.492,84.739,85.313,85.744,87.783,91.126,94.413,95.248,97.407,100,101.75
전국,세탁세제,100.625,103.072,106.603,105.188,101.007,112.262,120.089,123.517,118.994,124.874,126.573,115.361,116.133,115.465,105.355,103.436,101.178,100.62,100,98.67
전국,섬유유연제,76.771,77.884,80.552,86.275,89.863,96.038,106.261,118.604,109.341,120.25,124.65,110.718,112.862,123.343,117.199,109.861,108.687,106.769,100,102.18
전국,전구,86.888,86.78,88.458,89.011,89.137,89.212,89.805,90.517,90.999,95.701,107.607,108.204,106.245,108.929,109.176,104.349,101.96,100.645,100,99.29
전국,부엌용세제,70.429,72.263,76.916,78.871,78.956,79.153,81.795,89.661,90.713,93.525,99.587,100.192,100.391,102.165,104.098,103.724,98.76,98.945,100,99.47
전국,살충제,60.849,62.925,65.392,68.449,68.763,68.477,70.075,73.851,75.551,81.746,87.815,89.649,91.178,93.046,90.886,94.733,96.099,93.928,100,106.22
전국,가정용비닐용품,47.265,49.798,50.024,52.772,56.927,58.316,62.554,64.73,67.116,73.068,76.649,78.583,81.474,82.819,82.596,83.375,87.161,96.757,100,104.54
전국,습기제거제,78.707,82.322,82.548,76.82,77.87,75.63,77.178,84.303,85.904,93.427,95.767,97.132,94.348,99.809,105.553,110.034,109.809,101.783,100,101.91
전국,종이기저귀,74.108,74,77.425,81.134,84.9,85.285,86.353,87.915,88.442,91.965,92.532,93.053,94.713,98.197,97.465,96.028,91.713,93.438,100,103.82
전국,생리대,71.877,73.482,71.482,71.384,70.837,72.794,74.799,80.205,81.437,86.832,92.906,98.463,101.25,101.46,100.413,100.003,99.374,99.056,100,100.49
전국,안경,100.407,101.357,102.048,102.257,101.285,101.005,100.826,101.03,101.004,101.316,101.25,101.746,101.422,101.724,101.688,101.438,101.371,100.411,100,99.42
전국,콘택트렌즈,107.634,107.999,107.479,107.625,107.517,107.481,107.688,107.786,107.706,107.849,106.88,105.702,105.626,105.533,104.868,103.886,102.477,99.94,100,97.03
전국,자동차타이어,78.688,79.04,79.908,80.103,82.88,86.699,96.125,98.995,102.525,115.051,115.615,114.534,113.585,111.147,108.834,108.874,103.065,100.877,100,104.91
전국,저장장치,260.132,258.027,258.338,255.519,255.37,251.049,251.028,274.189,243.447,181.054,171.466,158.693,134.04,126.598,134.452,151.151,116.102,94.95,100,97.2
전국,장난감,83.483,83.142,82.723,84.328,85.114,85.859,86.063,92.204,93.3,92.771,91.892,90.889,91.766,93.864,98.056,98.775,99.485,99.384,100,99.19
전국,레저용품,69.798,71,70.989,70.646,72.771,74.678,74.919,76.249,76.525,81.589,85.563,90.471,92.72,94.569,97.93,98.44,95.412,95.404,100,100.4
전국,운동용품,105.551,104.789,102.831,100.341,97.907,96.611,96.285,101.52,103.084,102.895,102.429,101.353,100.497,99.314,101.369,97.719,99.062,92.14,100,93.39
전국,반려동물용품,59.557,59.587,61.23,62.908,62.646,62.557,66.992,79.997,82.022,87.332,90.543,92.96,96.482,97.655,99.972,100.604,98.416,97.784,100,101.23
전국,종이문구,70.396,70.857,70.207,69.781,69.531,69.002,71.468,83.172,85.145,91.516,93.064,93.178,96.259,96.284,96.014,95.37,96.532,98.675,100,101.02
전국,필기구,63.183,63.407,63.973,64.035,64.083,64.179,69.616,80.58,81.051,90.79,93.917,94.393,96.331,98.701,99.825,101.024,101.465,102.34,100,99.24
전국,회화용구,67.864,67.68,67.492,67.223,67.173,66.988,68.539,75.567,77.444,81.4,85.583,86.207,88.93,91.684,91.8,91.886,92.04,96.055,100,100.81
전국,칫솔,82.261,83.194,84.35,87.624,85.696,85.251,84.981,87.091,86.981,86.612,89.402,88.266,85.449,97.67,96.284,98.885,97.964,97.069,100,100.36
전국,치약,60.781,65.433,64.883,71.334,77.005,78.783,84.686,86.957,87.015,86.66,85.68,81.732,91.295,96.773,98.973,91.592,93.322,95.151,100,90.53
전국,비누,62.03,65.341,70.634,74.283,76.815,77.13,83.055,94.687,97.157,102.89,114.031,115.872,112.963,111.424,108.41,106.241,102.254,102.058,100,101.13
전국,화장지,70.965,71.331,73.326,75.169,77.261,79.591,86.725,93.722,97.297,102.494,105.674,105.83,103.967,103.015,102.747,97.53,95.586,97.636,100,101.39
전국,가방,54.178,55.798,52.41,53.701,55.652,57.178,57.853,58.028,58.803,60.057,64.791,73.083,78.429,90.181,93.79,94.763,96.223,99.758,100,97.7
전국,핸드백,67.927,70.867,68.899,71.489,72.406,72.406,74.539,75.879,76.219,80.728,82.919,81.748,91.2,94.106,95.998,97.454,99.808,100.487,100,98.29
전국,우산,83.926,83.345,83.184,82.533,82.168,81.927,82.973,87.003,90.434,94.346,97.857,100.143,101.095,101.529,101.189,100.539,100.689,100.553,100,99.92
전국,상수도료,66.055,72.441,75.503,78.266,80.732,83.856,86.549,86.705,86.868,88.569,91.434,92.544,93.299,95.175,97.744,99.196,100.466,100.373,100,101.19
전국,전기료,109.757,106.158,103.4,102.549,104.087,104.498,104.498,104.498,105.388,107.495,109.692,113.808,116.362,114.408,109.694,102.772,99.765,100,100,99.49
전국,도시가스,67.708,71.261,73.494,76.86,88.029,92.3,98.858,105.32,109.663,119.43,128.549,136.487,145.236,122.234,101.057,104.574,100.068,103.591,100,94.64
전국,집세,72.364,74.95,76.133,75.962,76.266,77.646,79.406,80.647,82.16,85.412,89.014,91.383,93.527,95.907,97.694,99.271,99.885,99.783,100,101.38
전국,집세,72.364,74.95,76.133,75.962,76.266,77.646,79.406,80.647,82.16,85.412,89.014,91.383,93.527,95.907,97.694,99.271,99.885,99.783,100,101.38
전국,전세,65.33,68.227,69.663,69.711,70.216,71.791,73.592,74.858,76.444,79.973,83.918,86.57,89.192,92.425,95.357,98.103,99.513,99.693,100,101.92
전국,월세,87.549,88.636,88.791,87.836,87.558,88.312,89.82,90.947,92.177,94.604,97.224,98.834,99.779,100.073,100.444,100.582,100.302,99.884,100,100.73
전국,공공서비스,79.433,81.431,83.459,86.126,89.119,91.838,94.092,95.936,97.092,96.672,97.19,97.844,98.576,99.782,101.24,102.223,102.433,101.942,100,100.96
전국,공공서비스,79.433,81.431,83.459,86.126,89.119,91.838,94.092,95.936,97.092,96.672,97.19,97.844,98.576,99.782,101.24,102.223,102.433,101.942,100,100.96
전국,하수도료,22.692,25.474,29.051,32.437,35.536,37.331,40.359,40.814,41.987,43.754,50.325,53.835,60.092,65.991,77.195,86.754,93.3,97.434,100,105.9
전국,쓰레기봉투료,69.598,72.29,76,77.326,79.033,81.367,84.834,84.983,85.917,85.917,85.83,85.919,86.731,88.915,93.751,97.573,98.975,99.473,100,102.54
전국,정화조청소료,74.986,75.598,76.507,77.266,77.904,78.631,79.062,81.072,82.919,84.709,87.281,88.837,89.552,90.832,92.061,93.025,95.357,97.37,100,101.9
전국,한방진료비,52.402,53.571,55.035,56.674,58.652,59.961,64.779,72.713,78.437,82.045,85.104,87.395,89.787,92.03,94.092,96.871,99.659,98.597,100,102.86
전국,치과진료비,76.236,78.977,81.342,82.605,84.512,87.644,90.659,93.853,95.244,96.68,98.093,95.8,93.574,93.79,95.609,97.483,98.188,97.164,100,101.11
전국,도로통행료,86.214,88.083,93.169,94.186,97.899,98.236,95.818,95.598,95.598,95.861,98.753,98.753,98.753,98.753,102.812,102.742,101.422,101.214,100,98.36
전국,열차료,77.688,79.859,86.306,85.451,86.377,94.595,96.047,96.047,96.047,96.279,98.833,98.833,98.833,102.934,102.934,101.227,100,100,100,100
전국,도시철도료,45.91,51.004,57.336,66.261,66.956,73.35,75.205,75.205,75.205,75.506,84.139,85.774,86.125,92.653,98.156,99.67,100,100,100,100
전국,시내버스료,47.797,53.709,57.018,63.037,64.077,70.962,72.343,72.343,72.637,75.422,82.328,84.298,85.814,89.846,94.282,95.156,94.939,96.14,100,100.62
전국,시외버스료,62.472,63.741,67.282,70.823,73.113,77.693,78.614,81.375,82.983,85.209,85.209,89.032,89.85,89.855,89.855,89.843,89.765,98.294,100,100
전국,택시료,53.295,54.341,54.341,56.237,62.016,62.662,63.089,70.524,73.745,73.745,73.745,80.322,85.499,85.499,85.499,85.867,86.624,97.396,100,100.05
전국,국제항공료,67.779,71.118,75.686,82.082,86.945,88.457,99.005,87.862,96.793,107.175,110.795,107.483,104.974,94.025,92.864,95.653,100.791,99.557,100,110.02
전국,우편료,60.709,60.709,61.494,65.421,66.075,69.347,69.347,69.347,69.347,70.595,74.34,77.611,82.19,82.19,82.19,87.785,89.644,96.548,100,103.33
전국,유선전화료,104.13,99.926,98.59,98.028,98.028,98.028,98.028,98.028,98.028,98.028,98.028,98.028,99.197,99.786,99.935,99.925,99.925,99.925,100,100.12
전국,휴대전화료,133.722,126.06,124.18,120.929,120.929,118.954,116.817,116.777,115.105,112.726,108.792,108.792,108.792,108.792,108.792,108.795,107.085,103.559,100,101.23
전국,인터넷이용료,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.987,100,100
전국,방송수신료,94.532,96.701,96.84,96.747,96.747,97.295,97.674,98.915,99.504,100.093,100.892,100.467,100.515,100.52,100.398,99.858,99.877,99.952,100,99.08
전국,유치원납입금,69.786,75.205,81.419,88.085,95.565,104.381,113.278,119.98,126.965,131.23,119.659,92.576,92.079,99.184,101.9,102.998,104.913,104.762,100,92.25
전국,전문대학납입금,65.908,70.754,76.162,81.241,86.657,93.006,99.994,103.528,104.597,105.277,101.898,100.494,100.265,100.236,100.234,100.238,100.303,100.316,100,100.28
전국,국공립대학교납입금,64.695,71.528,79.597,86.14,92.428,100.346,108.881,111.192,112.15,112.561,104.954,102.93,102.554,102.391,102.22,101.898,101.014,100.773,100,100.33
전국,사립대학교납입금,69.157,74.077,79.049,83.224,88.53,94.757,101.56,103.134,104.265,106.473,103.931,102.846,102.462,102.346,102.332,102.274,101.854,101.389,100,99.7
전국,국공립대학원납입금,61.868,66.361,70.782,74.73,81.441,88.625,95.996,97.254,98.258,98.554,98.401,98.356,98.312,98.304,98.54,98.657,98.95,99.507,100,100.22
전국,사립대학원납입금,56.816,62.432,68.564,75.32,79.551,84.712,90.298,91.843,93.362,95.51,95.575,96.056,96.987,97.608,98.085,98.575,99.105,99.548,100,100.17
전국,보육시설이용료,107.38,112.523,118.855,131.119,139.851,151.827,162.47,170.37,174.697,181.526,130.921,96.337,97.904,103.843,108.355,108.39,107.06,102.838,100,99.49
전국,행정수수료,72.888,75.071,75.771,76.376,78.445,78.445,92.449,93.722,96.089,96.089,96.484,100,100,100,100,100,100,100,100,100
전국,개인서비스,62.119,64.884,67.562,69.702,71.799,74.053,77.521,79.687,81.431,84.457,85.346,86.703,88.169,89.857,92.304,94.63,97.019,98.814,100,102.55
전국,외식,63.503,65.859,68.403,70.065,71.414,72.762,76.254,79.185,81.002,84.464,85.402,86.709,87.958,90.014,92.302,94.53,97.41,99.223,100,102.81
전국,김치찌개백반,61.913,64.018,65.993,66.406,66.904,67.629,71.386,74.855,77.134,82.283,84.129,85.932,87.878,89.122,90.264,92.449,95.142,98.319,100,103
전국,된장찌개백반,61.72,63.712,66.074,66.533,67.393,67.853,71.236,74.751,76.691,82.028,84.573,86.301,87.803,89.075,90.295,92.228,95.29,98.694,100,102.47
전국,비빔밥,64.671,66.536,68.411,68.837,69.927,70.638,73.632,75.514,77.926,82.518,84.784,86.909,88.195,89.876,91.259,92.833,96.082,99.259,100,102.97
전국,설렁탕,58.381,61.289,62.445,63.311,64.826,66.968,69.411,71.765,74.499,80.428,82.259,83.504,84.959,87.529,89.089,92.031,96.117,98.706,100,103.52
전국,갈비탕,51.787,54.345,55.833,57.699,59.402,60.671,63.421,65.787,68.566,72.794,74.208,76.52,78.804,82.144,85.467,89.268,94.631,97.479,100,105.56
전국,삼계탕,59.175,60.338,62.242,64.865,66.401,67.779,71.607,76.938,79.784,83.713,85.986,87.572,89.281,91.123,92.29,94.127,96.897,99.339,100,101.61
전국,불고기,61.448,63.204,65.835,68.224,71.414,73.262,74.808,76.946,79.521,83.888,84.518,85.474,86.793,88.517,91.81,93.642,95.956,98.343,100,103.35
전국,쇠고기(외식),52.289,55.787,61.048,64.415,68.205,70.185,72.568,75.037,79.483,82.669,83.782,84.344,85.624,86.785,90.323,92.386,95.266,97.418,100,104.55
전국,돼지갈비(외식),51.507,53.832,57.587,60.975,62.661,63.423,66.12,70.362,73.324,83.272,84.842,85.525,87.198,89.452,91.362,93.527,97.075,99.217,100,102.44
전국,삼겹살(외식),47.582,50.443,54.544,57.592,59.08,60.179,64.162,69.619,72.028,82.73,84.442,84.861,86.423,89.116,91.241,93.606,96.666,98.66,100,102.42
전국,냉면,61.521,63.81,64.343,65.017,65.873,66.485,69.367,71.068,72.742,78.561,81.495,83.676,85.661,87.968,89.315,91.393,95.143,98.446,100,102.84
전국,칼국수,59.166,61.3,63.178,63.414,65.021,66.337,72.267,74.64,76.611,81.878,83.722,85.772,87.177,88.207,89.933,92.023,95.551,98.193,100,102.6
전국,생선초밥,72.857,76.193,78.65,79.033,80.028,80.482,81.503,83.558,85.226,87.108,88.02,89.735,90.715,91.643,93.706,94.977,96.879,99.106,100,103.09
전국,생선회(외식),69.552,70.558,72.488,71.711,71.95,73.032,74.22,76.892,84.231,87.599,88.687,90.074,90.42,90.855,94.744,97.037,100.875,100.041,100,105.7
전국,자장면,53.786,59.413,60.809,61.066,61.87,64.18,72.575,73.847,74.768,79.995,80.943,82.353,83.397,85.703,88.108,90.933,94.982,98.589,100,103.07
전국,짬뽕,52.502,57.159,58.474,59.033,59.934,61.759,68.893,70.212,70.971,76.086,77.293,79.619,81.467,83.876,86.54,90.003,94.687,98.484,100,103.02
전국,탕수육,65.023,66.09,66.567,67.056,67.749,69.084,72.755,74.286,75.209,83.017,84.803,86.215,87.562,89.429,91.137,93.231,96.148,98.896,100,101.98
